,PROFILE,X,Y,Z,S
1393,H,-5674.929307610717,-1897.9008795791963,-234.20818102114993,1.0
1243,E,-6069.692242812559,-1893.5129009191032,-351.6003349701022,1.0
1339,G,-5794.518549482584,-1891.018614641087,-279.570162869334,1.0
1292,F,-5932.695809640318,-1889.195052576518,-373.32311027481296,1.0
1394,H,-5640.745098690955,-1885.3273774477896,-236.35072475030768,1.0
1340,G,-5767.413577247126,-1881.0344692830793,-274.8860542439182,1.0
1244,E,-6022.97068257943,-1876.2178360125654,-370.9751548749646,1.0
1293,F,-5894.320307663028,-1875.211650486163,-347.2057288312805,1.0
1395,H,-5611.923118810107,-1874.7261894456385,-199.9274757987696,1.0
1341,G,-5749.099406752731,-1874.2884250983086,-256.9303047268444,1.0
1197,D,-6130.871348609305,-1867.576461126428,-380.9328189830759,1.0
1342,G,-5730.052669647096,-1867.272539222962,-253.8075656432339,1.0
1396,H,-5587.793089338305,-1865.850776306585,-184.92966713042395,1.0
1198,D,-6121.887034317901,-1864.2758576002761,-367.7731320134507,1.0
1397,H,-5571.706402622671,-1859.9338340663514,-174.21694677514094,1.0
1199,D,-6107.20575187121,-1858.8823360648205,-362.796560124447,1.0
1245,E,-5974.905316007692,-1858.4253301444655,-421.7070811829605,1.0
1294,F,-5845.108823589626,-1857.2797946457183,-324.96565794860203,1.0
1343,G,-5695.622029294087,-1854.5899762205902,-256.9303047268444,1.0
1200,D,-6086.697300664505,-1851.3480642024103,-356.576907713853,1.0
1344,G,-5676.575292188452,-1847.5740903452431,-248.34277203322864,1.0
1295,F,-5816.669089334007,-1846.9168229854517,-291.0675411876131,1.0
1398,H,-5532.751230672777,-1845.6054949583445,-144.17081687572272,1.0
1246,E,-5938.880784949699,-1845.0900177155413,-416.9143273615839,1.0
1201,D,-6065.356905619486,-1843.50815779993,-353.4413431498212,1.0
1202,D,-6053.9473610099185,-1839.3165876980063,-356.7563764007988,1.0
1345,G,-5648.005186730517,-1837.0502616060833,-246.00071793420753,1.0
1203,D,-6039.266078162067,-1833.9230660151752,-368.8423377405722,1.0
1296,F,-5780.777557209316,-1833.8385386770024,-280.54599059202974,1.0
1247,E,-5905.0372772133005,-1832.562061456262,-359.0942426663428,1.0
1204,D,-6028.5887817277935,-1830.0005048582866,-383.7720555444512,1.0
1399,H,-5489.932412988071,-1829.856044775464,-111.36898741446376,1.0
1346,G,-5623.0979147298085,-1827.875641467525,-235.8518156987865,1.0
1205,D,-6020.5197284132255,-1827.0361444230944,-401.8007906353307,1.0
1297,F,-5754.704895882456,-1824.3380894811878,-285.2299856791411,1.0
1248,E,-5875.987028805423,-1821.8084408738519,-340.81700951172144,1.0
1347,G,-5604.051177624175,-1820.859755592178,-210.86990302990222,1.0
1171,C,-6126.585611774034,-1818.8215983560729,-373.45256288034074,1.0
1206,D,-5997.830473139379,-1818.7007018357526,-413.1758139275116,1.0
1298,F,-5737.084185379977,-1817.9173922295993,-275.4182311843515,1.0
1400,H,-5447.704861312143,-1814.3240717452381,-82.80173327616689,1.0
1299,F,-5726.715147342379,-1814.1390852186394,-259.5207532409132,1.0
1348,G,-5582.074173271519,-1812.7645026590856,-199.15963125267595,1.0
1249,E,-5840.911406212183,-1808.8243888353422,-337.82902857572856,1.0
1172,C,-6098.136515061308,-1808.3940409952334,-366.86546195148367,1.0
1349,G,-5568.854751563732,-1807.8951146098077,-177.88643596089983,1.0
1300,F,-5708.894386438356,-1807.6454928892283,-247.1540509623096,1.0
1207,D,-5964.290135289448,-1806.378853580539,-409.72773287788823,1.0
1301,F,-5690.790230887485,-1801.0486362090478,-242.16829598102998,1.0
1350,G,-5548.32627128649,-1800.3334270608766,-152.30084446794115,1.0
1173,C,-6075.065310143952,-1799.9376630972383,-371.8137622249982,1.0
1250,E,-5815.493402866904,-1799.4153276769034,-339.9885591216243,1.0
1208,D,-5938.416716417566,-1796.873632058641,-411.22681571549344,1.0
1209,D,-5924.04763685732,-1791.5948057480466,-395.1977174745581,1.0
1174,C,-6051.922552698557,-1791.4550587746235,-378.8032789491124,1.0
1251,E,-5792.442992406586,-1790.8826857222186,-324.8583646562714,1.0
1351,G,-5521.271127695324,-1790.367636137003,-131.24005597046002,1.0
1210,D,-5904.767506389774,-1784.5117869953806,-369.44145948041694,1.0
1252,E,-5769.652555067288,-1782.4462788243159,-327.7276913076174,1.0
1302,F,-5633.860489406619,-1780.304374244787,-239.96813301509258,1.0
1211,D,-5888.1452660933055,-1778.405208000524,-345.7935822554723,1.0
1352,G,-5488.305621366857,-1778.2247568112248,-117.18773009421261,1.0
1253,E,-5756.029533312796,-1777.4034025956225,-327.0359564360253,1.0
1303,F,-5618.1735582824585,-1774.5883144105037,-224.24793381423137,1.0
1304,F,-5614.92281884579,-1773.403798396594,-197.15472448967836,1.0
1254,E,-5742.406511558305,-1772.3605263669292,-315.9681959263097,1.0
1212,D,-5868.3864773792375,-1771.146342650661,-339.9618452827474,1.0
1255,E,-5732.027066545624,-1768.5183350040463,-274.46409508331,1.0
1353,G,-5459.714987875795,-1767.6933665492243,-100.18200976912783,1.0
1256,E,-5715.987219479344,-1762.5808150514151,-257.5300765018681,1.0
1305,F,-5575.930520375423,-1759.1956458032828,-179.3586161417484,1.0
1213,D,-5830.933485814601,-1757.3870871289043,-339.9885591216243,1.0
1257,E,-5683.119776457949,-1750.4141716959589,-254.2443820181495,1.0
1214,D,-5803.965470991143,-1747.479739508085,-352.1436801871284,1.0
1306,F,-5534.253220909786,-1744.0091229842972,-141.53381900724295,1.0
1258,E,-5656.6639182691915,-1740.6209245901339,-253.80283333584617,1.0
1215,D,-5775.960224766604,-1737.1913400330222,-368.71884515989575,1.0
1175,C,-5897.729011992345,-1734.937904412187,-372.6167556818473,1.0
1216,D,-5760.401754552714,-1731.4755625141263,-381.9789773090591,1.0
1176,C,-5879.643840878346,-1728.3090767528727,-341.7500570154552,1.0
1177,C,-5852.25457154675,-1718.2699820177859,-341.7767704269585,1.0
1178,C,-5824.7195752731095,-1708.1774734234632,-340.2222696329483,1.0
